industry,city,investment_type,founded_year,no_of_founders,amount_in_inr,city_tier,market_size_category
EdTech,Pune,Pre-Seed,2012,3,1626544,Tier-2,Small
FinTech,Mumbai,Pre-Seed,2023,4,1519065,Tier-1,Large
SaaS,Mumbai,Pre-Seed,2019,5,1176687,Tier-1,Large
Logistics,Chennai,Pre-Seed,2015,3,618446,Tier-2,Medium
FinTech,Bangalore,Seed,2012,4,5724651,Tier-1,Large
AI,Delhi,Seed,2014,3,2702844,Tier-1,Large
E-commerce,Delhi,Seed,2017,2,7097101,Tier-1,Large
FinTech,Mumbai,Series B,2017,4,174559728,Tier-1,Large
EdTech,Pune,Series A,2022,3,40188584,Tier-2,Small
HealthTech,Mumbai,Series B,2018,1,138384964,Tier-1,Medium
Logistics,Noida,Seed,2021,2,9141885,Tier-2,Medium
SaaS,Chennai,Seed,2013,1,5693878,Tier-2,Large
Logistics,Noida,Pre-Seed,2023,2,969140,Tier-2,Medium
Logistics,Bangalore,Series A,2014,5,17716638,Tier-1,Medium
FinTech,Noida,Series B,2013,3,122340767,Tier-2,Large
FinTech,Mumbai,Pre-Seed,2016,2,519919,Tier-1,Large
EdTech,Noida,Series B,2021,3,147559159,Tier-2,Small
E-commerce,Pune,Seed,2018,5,7823496,Tier-2,Large
FinTech,Delhi,Pre-Seed,2015,2,623428,Tier-1,Large
FinTech,Bangalore,Series A,2020,3,20732343,Tier-1,Large
E-commerce,Mumbai,Seed,2020,4,4147079,Tier-1,Large
EdTech,Bangalore,Pre-Seed,2011,3,1820215,Tier-1,Small
SaaS,Chennai,Seed,2016,3,9610447,Tier-2,Large
Logistics,Noida,Series A,2012,3,28315358,Tier-2,Medium
SaaS,Delhi,Series A,2017,1,13481860,Tier-1,Large
FinTech,Pune,Seed,2012,2,6893617,Tier-2,Large
E-commerce,Bangalore,Series B,2018,3,96373228,Tier-1,Large
FinTech,Delhi,Pre-Seed,2023,5,1494177,Tier-1,Large
AgriTech,Noida,Seed,2010,3,2930242,Tier-2,Small
HealthTech,Mumbai,Seed,2015,3,8183481,Tier-1,Medium
SaaS,Pune,Series B,2020,4,185882079,Tier-2,Large
AgriTech,Pune,Seed,2019,4,4128088,Tier-2,Small
AI,Hyderabad,Series A,2016,4,17004002,Tier-2,Large
HealthTech,Bangalore,Series C,2012,1,654435485,Tier-1,Medium
FinTech,Delhi,Series A,2015,5,29982812,Tier-1,Large
EdTech,Bangalore,Pre-Seed,2020,2,744572,Tier-1,Small
SaaS,Mumbai,Series A,2022,5,28855907,Tier-1,Large
AI,Mumbai,Series A,2023,4,11350777,Tier-1,Large
HealthTech,Noida,Pre-Seed,2019,5,843317,Tier-2,Medium
SaaS,Pune,Seed,2023,1,7269189,Tier-2,Large
E-commerce,Pune,Series A,2012,3,44176092,Tier-2,Large
EdTech,Delhi,Pre-Seed,2018,4,659824,Tier-1,Small
HealthTech,Chennai,Pre-Seed,2015,2,1469951,Tier-2,Medium
E-commerce,Bangalore,Series A,2020,1,12746449,Tier-1,Large
AgriTech,Bangalore,Series B,2017,5,63854872,Tier-1,Small
FinTech,Mumbai,Pre-Seed,2013,2,1992497,Tier-1,Large
E-commerce,Bangalore,Seed,2017,2,2635625,Tier-1,Large
HealthTech,Delhi,Series A,2014,4,38871108,Tier-1,Medium
Logistics,Hyderabad,Series A,2017,3,29117237,Tier-2,Medium
HealthTech,Pune,Series C,2022,1,725350426,Tier-2,Medium
Logistics,Mumbai,Series A,2022,5,38782061,Tier-1,Medium
AgriTech,Pune,Series A,2011,5,41025605,Tier-2,Small
FinTech,Pune,Series C,2023,1,267632202,Tier-2,Large
Logistics,Pune,Pre-Seed,2022,1,1123847,Tier-2,Medium
Logistics,Hyderabad,Pre-Seed,2012,2,1577276,Tier-2,Medium
E-commerce,Bangalore,Series A,2019,3,27917151,Tier-1,Large
E-commerce,Chennai,Seed,2013,3,9634429,Tier-2,Large
FinTech,Pune,Pre-Seed,2010,4,1012515,Tier-2,Large
E-commerce,Delhi,Seed,2014,5,3643844,Tier-1,Large
SaaS,Pune,Series A,2012,5,48927825,Tier-2,Large
FinTech,Pune,Series B,2016,1,159509959,Tier-2,Large
EdTech,Bangalore,Pre-Seed,2011,4,1007133,Tier-1,Small
Logistics,Noida,Seed,2023,3,9934998,Tier-2,Medium
HealthTech,Delhi,Seed,2023,3,9333413,Tier-1,Medium
EdTech,Bangalore,Series A,2020,3,13678186,Tier-1,Small
Logistics,Pune,Seed,2023,4,8385981,Tier-2,Medium
SaaS,Noida,Series B,2022,4,190929236,Tier-2,Large
Logistics,Bangalore,Pre-Seed,2010,1,1551669,Tier-1,Medium
Logistics,Bangalore,Seed,2011,2,3462111,Tier-1,Medium
Logistics,Mumbai,Pre-Seed,2012,4,1758553,Tier-1,Medium
AgriTech,Hyderabad,Seed,2019,3,8930523,Tier-2,Small
SaaS,Noida,Series B,2014,4,78354193,Tier-2,Large
AI,Chennai,Series B,2015,2,196861888,Tier-2,Large
AI,Noida,Seed,2017,4,4457378,Tier-2,Large
AI,Hyderabad,Series B,2022,3,51052825,Tier-2,Large
FinTech,Hyderabad,Seed,2013,1,5851057,Tier-2,Large
E-commerce,Delhi,Pre-Seed,2013,4,1100175,Tier-1,Large
SaaS,Mumbai,Series B,2022,3,176872870,Tier-1,Large
EdTech,Mumbai,Pre-Seed,2011,4,632184,Tier-1,Small
AgriTech,Bangalore,Pre-Seed,2012,1,1177103,Tier-1,Small
EdTech,Hyderabad,Seed,2012,5,8232991,Tier-2,Small
EdTech,Noida,Seed,2011,3,8243543,Tier-2,Small
EdTech,Chennai,Pre-Seed,2010,3,1518743,Tier-2,Small
AgriTech,Delhi,Series B,2011,4,81576890,Tier-1,Small
AI,Noida,Seed,2014,5,9459463,Tier-2,Large
EdTech,Mumbai,Seed,2017,3,6171307,Tier-1,Small
AgriTech,Bangalore,Seed,2014,3,2660212,Tier-1,Small
AgriTech,Chennai,Seed,2021,5,7634077,Tier-2,Small
E-commerce,Hyderabad,Series A,2012,4,16620538,Tier-2,Large
AgriTech,Noida,Series B,2016,3,168590708,Tier-2,Small
AI,Chennai,Series C,2013,3,244526328,Tier-2,Large
EdTech,Mumbai,Seed,2016,1,3253311,Tier-1,Small
AgriTech,Delhi,Series C,2017,2,488194020,Tier-1,Small
FinTech,Noida,Seed,2012,3,8073420,Tier-2,Large
AgriTech,Hyderabad,Pre-Seed,2019,3,1304893,Tier-2,Small
HealthTech,Delhi,Series A,2010,3,43769029,Tier-1,Medium
HealthTech,Pune,Pre-Seed,2017,1,793473,Tier-2,Medium
HealthTech,Chennai,Pre-Seed,2015,5,1880823,Tier-2,Medium
AgriTech,Chennai,Series B,2012,2,89239530,Tier-2,Small
AI,Bangalore,Series A,2018,1,14791648,Tier-1,Large
EdTech,Hyderabad,Pre-Seed,2010,2,1904197,Tier-2,Small
SaaS,Chennai,Series A,2017,4,25759098,Tier-2,Large
SaaS,Mumbai,Series B,2018,3,153094052,Tier-1,Large
SaaS,Pune,Series B,2019,5,76751071,Tier-2,Large
AI,Mumbai,Seed,2010,2,5290239,Tier-1,Large
E-commerce,Delhi,Series A,2018,3,30870075,Tier-1,Large
Logistics,Pune,Series A,2014,5,38749269,Tier-2,Medium
FinTech,Pune,Series A,2014,3,16650818,Tier-2,Large
FinTech,Mumbai,Series A,2020,3,40591562,Tier-1,Large
HealthTech,Chennai,Seed,2014,5,9898327,Tier-2,Medium
HealthTech,Mumbai,Seed,2020,3,7642593,Tier-1,Medium
AgriTech,Hyderabad,Series C,2010,4,218893966,Tier-2,Small
SaaS,Delhi,Seed,2014,1,5425866,Tier-1,Large
AgriTech,Noida,Pre-Seed,2021,2,755827,Tier-2,Small
Logistics,Pune,Series A,2023,5,35266391,Tier-2,Medium
SaaS,Hyderabad,Pre-Seed,2023,1,592666,Tier-2,Large
HealthTech,Chennai,Seed,2019,2,4557282,Tier-2,Medium
EdTech,Chennai,Pre-Seed,2022,5,986185,Tier-2,Small
E-commerce,Mumbai,Series A,2019,5,37127390,Tier-1,Large
AgriTech,Bangalore,Series B,2015,4,175304708,Tier-1,Small
E-commerce,Pune,Series A,2014,5,43415521,Tier-2,Large
E-commerce,Pune,Pre-Seed,2015,4,566941,Tier-2,Large
E-commerce,Bangalore,Series C,2022,2,548054940,Tier-1,Large
HealthTech,Chennai,Seed,2021,3,2960957,Tier-2,Medium
FinTech,Chennai,Seed,2018,4,2995162,Tier-2,Large
HealthTech,Noida,Seed,2016,3,3953591,Tier-2,Medium
E-commerce,Noida,Series C,2020,3,397295274,Tier-2,Large
HealthTech,Pune,Pre-Seed,2022,5,1237102,Tier-2,Medium
E-commerce,Noida,Series A,2014,1,49362272,Tier-2,Large
AI,Noida,Seed,2019,3,7391236,Tier-2,Large
SaaS,Delhi,Pre-Seed,2018,1,1874557,Tier-1,Large
FinTech,Pune,Series B,2014,4,142787633,Tier-2,Large
AI,Chennai,Series A,2014,3,43812272,Tier-2,Large
EdTech,Chennai,Series A,2020,3,17713860,Tier-2,Small
HealthTech,Noida,Pre-Seed,2015,3,1852290,Tier-2,Medium
EdTech,Delhi,Series A,2017,1,42203366,Tier-1,Small
AgriTech,Noida,Series B,2010,4,64385466,Tier-2,Small
HealthTech,Noida,Seed,2018,1,4510208,Tier-2,Medium
Logistics,Hyderabad,Series A,2017,2,16360934,Tier-2,Medium
Logistics,Hyderabad,Series C,2023,2,789603522,Tier-2,Medium
SaaS,Delhi,Series B,2016,5,131028377,Tier-1,Large
AI,Delhi,Seed,2014,3,4082113,Tier-1,Large
SaaS,Hyderabad,Series A,2010,2,44420827,Tier-2,Large
AgriTech,Hyderabad,Series A,2016,2,41159641,Tier-2,Small
E-commerce,Hyderabad,Pre-Seed,2018,1,647213,Tier-2,Large
SaaS,Hyderabad,Series A,2012,4,14279673,Tier-2,Large
SaaS,Pune,Series C,2021,3,436432404,Tier-2,Large
Logistics,Pune,Series B,2017,3,159776402,Tier-2,Medium
E-commerce,Noida,Series B,2023,5,152913550,Tier-2,Large
Logistics,Mumbai,Pre-Seed,2023,4,1124803,Tier-1,Medium
HealthTech,Noida,Series C,2012,3,599829491,Tier-2,Medium
E-commerce,Delhi,Series A,2021,1,28775905,Tier-1,Large
AI,Bangalore,Pre-Seed,2012,3,1572612,Tier-1,Large
SaaS,Mumbai,Series A,2016,2,13908248,Tier-1,Large
Logistics,Bangalore,Series B,2015,3,189809579,Tier-1,Medium
E-commerce,Bangalore,Pre-Seed,2023,2,585705,Tier-1,Large
AgriTech,Chennai,Series B,2014,4,106583649,Tier-2,Small
AgriTech,Delhi,Series B,2020,2,92862774,Tier-1,Small
SaaS,Pune,Pre-Seed,2016,4,824750,Tier-2,Large
AI,Mumbai,Series B,2018,5,120085486,Tier-1,Large
EdTech,Noida,Series B,2010,2,146829121,Tier-2,Small
Logistics,Delhi,Pre-Seed,2019,4,1222661,Tier-1,Medium
AI,Hyderabad,Seed,2022,1,8101693,Tier-2,Large
FinTech,Delhi,Seed,2010,4,6203433,Tier-1,Large
FinTech,Bangalore,Seed,2014,5,2730402,Tier-1,Large
FinTech,Pune,Series A,2017,2,45483325,Tier-2,Large
SaaS,Hyderabad,Seed,2016,1,2064959,Tier-2,Large
AgriTech,Delhi,Series C,2016,4,248966451,Tier-1,Small
HealthTech,Delhi,Series C,2012,2,480347231,Tier-1,Medium
Logistics,Pune,Seed,2018,5,4187891,Tier-2,Medium
AgriTech,Bangalore,Seed,2014,3,7558130,Tier-1,Small
HealthTech,Noida,Series A,2020,5,48888362,Tier-2,Medium
HealthTech,Hyderabad,Series A,2023,5,48228059,Tier-2,Medium
AgriTech,Bangalore,Seed,2021,2,5361590,Tier-1,Small
Logistics,Pune,Pre-Seed,2019,2,1933515,Tier-2,Medium
SaaS,Delhi,Pre-Seed,2012,4,1036697,Tier-1,Large
AI,Noida,Pre-Seed,2015,1,1427566,Tier-2,Large
HealthTech,Mumbai,Series B,2017,5,178620346,Tier-1,Medium
EdTech,Mumbai,Seed,2017,2,3402583,Tier-1,Small
AgriTech,Chennai,Pre-Seed,2013,2,995488,Tier-2,Small
AgriTech,Mumbai,Series A,2022,5,48664918,Tier-1,Small
FinTech,Pune,Pre-Seed,2013,4,1192629,Tier-2,Large
AI,Pune,Pre-Seed,2018,2,1628625,Tier-2,Large
FinTech,Pune,Series A,2023,3,46174750,Tier-2,Large
AgriTech,Hyderabad,Series A,2023,3,38420729,Tier-2,Small
AgriTech,Chennai,Pre-Seed,2022,1,541905,Tier-2,Small
HealthTech,Hyderabad,Seed,2019,4,9341980,Tier-2,Medium
AI,Noida,Seed,2011,5,7410470,Tier-2,Large
E-commerce,Mumbai,Seed,2022,5,3121390,Tier-1,Large
EdTech,Noida,Series A,2018,5,18261937,Tier-2,Small
Logistics,Mumbai,Seed,2022,3,3535976,Tier-1,Medium
HealthTech,Delhi,Seed,2022,5,4593072,Tier-1,Medium
AgriTech,Hyderabad,Series A,2023,1,48969162,Tier-2,Small
Logistics,Bangalore,Series B,2017,3,192305518,Tier-1,Medium
HealthTech,Noida,Series B,2022,2,173893364,Tier-2,Medium
EdTech,Delhi,Seed,2012,4,6747300,Tier-1,Small
AgriTech,Hyderabad,Seed,2011,2,4158789,Tier-2,Small
EdTech,Pune,Seed,2011,2,8509171,Tier-2,Small
Logistics,Chennai,Series B,2010,4,85936843,Tier-2,Medium
E-commerce,Noida,Series B,2019,4,111262882,Tier-2,Large
HealthTech,Hyderabad,Seed,2018,5,3458920,Tier-2,Medium
SaaS,Chennai,Pre-Seed,2023,5,1405576,Tier-2,Large
HealthTech,Noida,Seed,2010,1,3579975,Tier-2,Medium
FinTech,Chennai,Seed,2011,4,9437226,Tier-2,Large
AI,Noida,Series C,2016,4,330136897,Tier-2,Large
AI,Mumbai,Seed,2014,2,7673890,Tier-1,Large
FinTech,Bangalore,Pre-Seed,2022,5,1993417,Tier-1,Large
AgriTech,Noida,Series B,2020,1,79622735,Tier-2,Small
AI,Hyderabad,Pre-Seed,2010,5,956711,Tier-2,Large
EdTech,Bangalore,Seed,2013,4,9401861,Tier-1,Small
Logistics,Chennai,Seed,2021,1,8769575,Tier-2,Medium
Logistics,Mumbai,Series A,2015,5,46656451,Tier-1,Medium
AI,Noida,Seed,2017,2,7494678,Tier-2,Large
AI,Bangalore,Seed,2011,5,7833150,Tier-1,Large
FinTech,Delhi,Pre-Seed,2019,5,751643,Tier-1,Large
AgriTech,Chennai,Series A,2021,1,34300045,Tier-2,Small
E-commerce,Delhi,Seed,2012,1,2294488,Tier-1,Large
AI,Pune,Series B,2023,3,88933945,Tier-2,Large
SaaS,Bangalore,Seed,2016,4,5253155,Tier-1,Large
AI,Bangalore,Seed,2010,2,5519649,Tier-1,Large
E-commerce,Bangalore,Series A,2016,5,27068517,Tier-1,Large
FinTech,Pune,Pre-Seed,2010,1,1442923,Tier-2,Large
E-commerce,Hyderabad,Pre-Seed,2017,5,554387,Tier-2,Large
FinTech,Chennai,Series A,2015,5,17318615,Tier-2,Large
EdTech,Chennai,Seed,2019,5,9038902,Tier-2,Small
FinTech,Noida,Series A,2023,5,32308315,Tier-2,Large
EdTech,Noida,Pre-Seed,2016,2,896702,Tier-2,Small
EdTech,Noida,Series B,2011,2,62017504,Tier-2,Small
FinTech,Chennai,Series C,2015,2,614939444,Tier-2,Large
SaaS,Hyderabad,Seed,2014,2,9571210,Tier-2,Large
HealthTech,Bangalore,Seed,2012,3,4768055,Tier-1,Medium
FinTech,Bangalore,Seed,2018,1,4319950,Tier-1,Large
AI,Pune,Series B,2014,4,176941784,Tier-2,Large
SaaS,Delhi,Pre-Seed,2017,4,1951169,Tier-1,Large
SaaS,Hyderabad,Series A,2013,1,17483050,Tier-2,Large
AI,Mumbai,Series A,2022,4,40903235,Tier-1,Large
HealthTech,Hyderabad,Seed,2015,3,6335746,Tier-2,Medium
SaaS,Pune,Pre-Seed,2013,1,528429,Tier-2,Large
EdTech,Delhi,Pre-Seed,2013,4,1155644,Tier-1,Small
Logistics,Delhi,Series B,2018,5,50495347,Tier-1,Medium
HealthTech,Noida,Pre-Seed,2014,3,1020517,Tier-2,Medium
AgriTech,Noida,Series A,2010,4,35743023,Tier-2,Small
AI,Delhi,Seed,2020,3,7221700,Tier-1,Large
HealthTech,Bangalore,Seed,2016,1,4875456,Tier-1,Medium
FinTech,Mumbai,Seed,2012,1,6481097,Tier-1,Large
Logistics,Delhi,Series B,2020,1,133734404,Tier-1,Medium
HealthTech,Chennai,Series A,2012,4,27700635,Tier-2,Medium
EdTech,Bangalore,Series A,2021,2,14057823,Tier-1,Small
Logistics,Mumbai,Series A,2015,3,34565033,Tier-1,Medium
FinTech,Chennai,Series A,2012,4,47582651,Tier-2,Large
E-commerce,Mumbai,Seed,2010,3,6257025,Tier-1,Large
AI,Pune,Series B,2015,5,165769824,Tier-2,Large
Logistics,Mumbai,Seed,2016,1,6414310,Tier-1,Medium
AI,Chennai,Series A,2014,1,25202910,Tier-2,Large
HealthTech,Hyderabad,Seed,2022,2,5126881,Tier-2,Medium
SaaS,Mumbai,Seed,2010,1,6192777,Tier-1,Large
FinTech,Hyderabad,Pre-Seed,2011,5,1098939,Tier-2,Large
E-commerce,Mumbai,Pre-Seed,2011,3,1742967,Tier-1,Large
FinTech,Pune,Series A,2019,4,47616761,Tier-2,Large
AI,Chennai,Seed,2017,1,3045283,Tier-2,Large
FinTech,Mumbai,Seed,2017,4,5270076,Tier-1,Large
E-commerce,Delhi,Series B,2017,2,121427585,Tier-1,Large
SaaS,Pune,Series A,2011,1,14719538,Tier-2,Large
HealthTech,Delhi,Pre-Seed,2021,2,1563669,Tier-1,Medium
EdTech,Pune,Series A,2021,3,23537185,Tier-2,Small
FinTech,Pune,Seed,2014,3,6773538,Tier-2,Large
Logistics,Noida,Series A,2014,5,49188138,Tier-2,Medium
EdTech,Mumbai,Seed,2013,1,3846388,Tier-1,Small
AI,Chennai,Pre-Seed,2017,4,767274,Tier-2,Large
HealthTech,Noida,Pre-Seed,2017,1,1199507,Tier-2,Medium
AgriTech,Chennai,Pre-Seed,2021,3,1154623,Tier-2,Small
HealthTech,Bangalore,Pre-Seed,2022,2,1006789,Tier-1,Medium
FinTech,Chennai,Seed,2018,5,6366563,Tier-2,Large
Logistics,Hyderabad,Series C,2013,4,470932014,Tier-2,Medium
SaaS,Mumbai,Seed,2010,2,6588905,Tier-1,Large
HealthTech,Delhi,Series B,2020,4,110541396,Tier-1,Medium
FinTech,Chennai,Seed,2018,5,6931422,Tier-2,Large
FinTech,Delhi,Series A,2010,5,24516484,Tier-1,Large
EdTech,Bangalore,Pre-Seed,2013,4,1954260,Tier-1,Small
HealthTech,Mumbai,Seed,2020,3,5538460,Tier-1,Medium
FinTech,Chennai,Seed,2019,2,7486208,Tier-2,Large
EdTech,Noida,Series B,2010,2,103178265,Tier-2,Small
Logistics,Delhi,Pre-Seed,2012,1,1332853,Tier-1,Medium
E-commerce,Noida,Seed,2012,2,9965961,Tier-2,Large
Logistics,Pune,Pre-Seed,2016,3,1747628,Tier-2,Medium
AgriTech,Noida,Seed,2021,3,2787448,Tier-2,Small
EdTech,Chennai,Series A,2012,4,34238094,Tier-2,Small
EdTech,Bangalore,Series A,2015,1,21062187,Tier-1,Small
FinTech,Noida,Pre-Seed,2019,2,1160592,Tier-2,Large
AI,Pune,Pre-Seed,2013,2,1111874,Tier-2,Large
AI,Delhi,Seed,2015,5,7242508,Tier-1,Large
SaaS,Delhi,Series C,2018,4,789021330,Tier-1,Large
AI,Mumbai,Seed,2021,1,7171887,Tier-1,Large
EdTech,Noida,Seed,2016,3,8841227,Tier-2,Small
SaaS,Noida,Seed,2010,2,4244947,Tier-2,Large
Logistics,Mumbai,Pre-Seed,2017,2,1708179,Tier-1,Medium
FinTech,Delhi,Series A,2013,5,41719064,Tier-1,Large
Logistics,Pune,Seed,2017,5,2344837,Tier-2,Medium
HealthTech,Noida,Series A,2012,2,19359013,Tier-2,Medium
AgriTech,Mumbai,Seed,2019,2,9640174,Tier-1,Small
AgriTech,Delhi,Series A,2021,5,33735691,Tier-1,Small
EdTech,Pune,Pre-Seed,2023,3,775382,Tier-2,Small
EdTech,Hyderabad,Series B,2014,2,153734337,Tier-2,Small
SaaS,Chennai,Pre-Seed,2012,4,1107997,Tier-2,Large
FinTech,Noida,Series A,2021,2,40439065,Tier-2,Large
E-commerce,Hyderabad,Series A,2020,4,34886834,Tier-2,Large
EdTech,Hyderabad,Seed,2022,5,6440478,Tier-2,Small
E-commerce,Chennai,Seed,2023,3,3589381,Tier-2,Large
Logistics,Delhi,Series C,2012,1,366933471,Tier-1,Medium
E-commerce,Delhi,Seed,2012,1,9693009,Tier-1,Large
AI,Mumbai,Series B,2013,1,57704102,Tier-1,Large
FinTech,Bangalore,Pre-Seed,2012,5,966184,Tier-1,Large
AgriTech,Delhi,Seed,2023,5,8494562,Tier-1,Small
AgriTech,Chennai,Pre-Seed,2021,2,1865576,Tier-2,Small
E-commerce,Bangalore,Pre-Seed,2011,3,1958494,Tier-1,Large
AgriTech,Chennai,Seed,2022,3,2396357,Tier-2,Small
Logistics,Chennai,Pre-Seed,2023,2,1842946,Tier-2,Medium
FinTech,Chennai,Series C,2015,3,674436739,Tier-2,Large
AI,Noida,Series A,2010,3,17495852,Tier-2,Large
FinTech,Noida,Pre-Seed,2014,2,783929,Tier-2,Large
EdTech,Bangalore,Pre-Seed,2020,5,933481,Tier-1,Small
E-commerce,Hyderabad,Series A,2015,1,11868613,Tier-2,Large
FinTech,Noida,Seed,2021,2,7795353,Tier-2,Large
Logistics,Pune,Series B,2010,2,117711558,Tier-2,Medium
AgriTech,Chennai,Seed,2010,1,7513095,Tier-2,Small
HealthTech,Noida,Series A,2016,1,43600060,Tier-2,Medium
FinTech,Mumbai,Series A,2023,4,23349622,Tier-1,Large
E-commerce,Delhi,Series A,2020,4,17731924,Tier-1,Large
AI,Pune,Pre-Seed,2015,4,570693,Tier-2,Large
AgriTech,Delhi,Seed,2018,5,4349615,Tier-1,Small
AI,Delhi,Pre-Seed,2013,2,1862784,Tier-1,Large
E-commerce,Bangalore,Series A,2012,4,21731727,Tier-1,Large
AgriTech,Mumbai,Seed,2015,5,2502333,Tier-1,Small
EdTech,Mumbai,Series A,2017,1,23622711,Tier-1,Small
AgriTech,Pune,Pre-Seed,2014,4,1989218,Tier-2,Small
EdTech,Mumbai,Seed,2012,2,9036770,Tier-1,Small
AI,Mumbai,Pre-Seed,2012,3,1391350,Tier-1,Large
AI,Mumbai,Series A,2010,5,46679036,Tier-1,Large
E-commerce,Pune,Series B,2015,5,104167478,Tier-2,Large
EdTech,Hyderabad,Series A,2019,1,17976332,Tier-2,Small
AI,Mumbai,Series B,2016,1,140399127,Tier-1,Large
EdTech,Noida,Series C,2018,1,619555825,Tier-2,Small
AI,Mumbai,Series A,2015,4,34892395,Tier-1,Large
AgriTech,Bangalore,Seed,2017,1,2457100,Tier-1,Small
FinTech,Bangalore,Pre-Seed,2015,3,1379604,Tier-1,Large
Logistics,Noida,Seed,2011,5,3563410,Tier-2,Medium
HealthTech,Mumbai,Series C,2012,5,457888322,Tier-1,Medium
Logistics,Hyderabad,Seed,2020,1,5722756,Tier-2,Medium
AgriTech,Mumbai,Pre-Seed,2023,2,1701841,Tier-1,Small
SaaS,Noida,Series B,2022,5,92211300,Tier-2,Large
Logistics,Mumbai,Seed,2010,4,3594090,Tier-1,Medium
FinTech,Mumbai,Series A,2014,2,22274547,Tier-1,Large
SaaS,Chennai,Series A,2021,2,15237833,Tier-2,Large
AI,Hyderabad,Series B,2020,3,85657903,Tier-2,Large
HealthTech,Delhi,Series B,2015,1,102268208,Tier-1,Medium
HealthTech,Noida,Series B,2015,4,70474067,Tier-2,Medium
AI,Mumbai,Series A,2022,2,19904847,Tier-1,Large
AI,Noida,Seed,2021,2,7055806,Tier-2,Large
EdTech,Delhi,Series A,2011,1,18040811,Tier-1,Small
AI,Hyderabad,Series B,2010,4,162437871,Tier-2,Large
E-commerce,Noida,Seed,2016,1,3889030,Tier-2,Large
Logistics,Mumbai,Seed,2013,4,9135585,Tier-1,Medium
AI,Delhi,Seed,2018,1,5506465,Tier-1,Large
E-commerce,Noida,Series A,2020,1,40340868,Tier-2,Large
AI,Pune,Pre-Seed,2017,1,766697,Tier-2,Large
EdTech,Delhi,Series A,2015,3,18711019,Tier-1,Small
E-commerce,Hyderabad,Pre-Seed,2019,1,808268,Tier-2,Large
Logistics,Mumbai,Pre-Seed,2012,2,1008799,Tier-1,Medium
FinTech,Chennai,Pre-Seed,2017,3,1779686,Tier-2,Large
E-commerce,Hyderabad,Series A,2021,1,35649010,Tier-2,Large
AgriTech,Chennai,Seed,2019,4,2687368,Tier-2,Small
EdTech,Mumbai,Seed,2021,5,6299327,Tier-1,Small
SaaS,Delhi,Series B,2010,3,165078876,Tier-1,Large
Logistics,Pune,Series B,2020,4,159461139,Tier-2,Medium
E-commerce,Pune,Series B,2018,3,104925630,Tier-2,Large
AgriTech,Noida,Series A,2019,4,34624454,Tier-2,Small
AgriTech,Hyderabad,Series B,2022,2,119498796,Tier-2,Small
Logistics,Hyderabad,Series A,2018,4,43467510,Tier-2,Medium
Logistics,Hyderabad,Series C,2019,2,534860025,Tier-2,Medium
AgriTech,Bangalore,Pre-Seed,2017,4,711589,Tier-1,Small
AI,Pune,Pre-Seed,2019,3,1010160,Tier-2,Large
AgriTech,Pune,Pre-Seed,2013,5,1957399,Tier-2,Small
AI,Mumbai,Series B,2018,3,111101633,Tier-1,Large
SaaS,Bangalore,Series A,2020,2,14187708,Tier-1,Large
EdTech,Hyderabad,Seed,2018,4,2348644,Tier-2,Small
HealthTech,Hyderabad,Seed,2021,4,3310855,Tier-2,Medium
AI,Chennai,Series B,2019,4,117720070,Tier-2,Large
AgriTech,Noida,Series B,2020,5,86588751,Tier-2,Small
AgriTech,Bangalore,Series A,2014,3,23955882,Tier-1,Small
FinTech,Noida,Series A,2015,3,44803376,Tier-2,Large
AgriTech,Delhi,Seed,2020,4,5968326,Tier-1,Small
EdTech,Noida,Seed,2023,4,6126105,Tier-2,Small
E-commerce,Pune,Series B,2016,4,113461941,Tier-2,Large
E-commerce,Mumbai,Series A,2018,3,37115046,Tier-1,Large
AgriTech,Delhi,Series A,2020,5,11042099,Tier-1,Small
FinTech,Delhi,Pre-Seed,2016,4,998259,Tier-1,Large
AI,Mumbai,Pre-Seed,2010,4,1972308,Tier-1,Large
EdTech,Hyderabad,Pre-Seed,2020,5,1576662,Tier-2,Small
FinTech,Pune,Series A,2018,5,44065636,Tier-2,Large
AI,Chennai,Seed,2015,4,9613932,Tier-2,Large
EdTech,Hyderabad,Series B,2011,2,164097304,Tier-2,Small
AgriTech,Noida,Series A,2019,5,25247866,Tier-2,Small
E-commerce,Hyderabad,Seed,2018,5,6753582,Tier-2,Large
EdTech,Bangalore,Pre-Seed,2010,3,1496246,Tier-1,Small
AgriTech,Delhi,Series B,2014,1,158440498,Tier-1,Small
SaaS,Delhi,Seed,2018,4,6793933,Tier-1,Large
HealthTech,Pune,Series A,2021,1,13731746,Tier-2,Medium
EdTech,Noida,Series A,2023,1,32755405,Tier-2,Small
HealthTech,Delhi,Pre-Seed,2010,4,722955,Tier-1,Medium
EdTech,Chennai,Pre-Seed,2011,3,1054640,Tier-2,Small
HealthTech,Chennai,Seed,2020,5,9406841,Tier-2,Medium
SaaS,Noida,Seed,2016,3,6725253,Tier-2,Large
E-commerce,Chennai,Series A,2019,3,48725177,Tier-2,Large
Logistics,Mumbai,Series A,2021,4,12051923,Tier-1,Medium
AI,Noida,Series C,2020,2,370849967,Tier-2,Large
HealthTech,Pune,Series B,2011,5,115960841,Tier-2,Medium
SaaS,Chennai,Seed,2018,5,8752525,Tier-2,Large
